timestamp,ICMP loss,ICMP ping,ICMP response time,U_ Bits_ received,U_ Bits_ sent,U_ Duplex_ status,U_Inbound_ packets_ discarded,U_ Inbound_ packets_ with _errors,U_Interface_ type,U_ Operational_ status,U_Outbound_ packets_ with_ errors,U_Outbound_ packets_ discarded,U_ Speed,B1_Bits_ received,B1_Bits_ sent,B1_ Duplex _status,B1_ Inbound_ packets_ discarded,B1_Inbound_ packets_ with_ errors,B1_ Interface_ type,B1_Operational_ status,B1_Outbound_ packets_ with_ errors,B1_ Outbound_ packets_ discarded,B1_Speed,P1_ Bits_ received,P1_Bits _sent,P1_ Duplex_ status,P1_ Inbound_ packets_ discarded,P1_Inbound _packets_ with_ errors,P1_ Interface_ type,P1_Operational _status,P1_ Outbound_ packets_ discarded,P1_ Outbound _packets_ with_ errors,P1_Speed,SNMP agent availability,Uptime (network),class,Device_name,Hop_to_server,Hop_to_core,downstream_dependents,path_up
1760688120,0,1,0.0253,329915,27424,2,0,0,6,1,0,0,10000000,31432,284845,2,0,0,6,1,0,0,10000000,4971,5792,3,0,0,6,1,0,0,100000000,1,5268,H,CORE-R1,2,0,12,1
1760688180,0,1,0.029733333,286469,24184,2,0,0,6,1,0,0,10000000,27848,264587,2,0,0,6,1,0,0,10000000,5301,7008,3,0,0,6,1,0,0,100000000,1,5328,H,CORE-R1,2,0,12,1
1760688240,0,1,0.0282,243024,20944,2,0,0,6,1,0,0,10000000,24264,244328,2,0,0,6,1,0,0,10000000,5632,8224,3,0,0,6,1,0,0,100000000,1,5388,H,CORE-R1,2,0,12,1
1760688300,0,1,0.0403,212547,19613,2,0,0,6,1,0,0,10000000,23261,214827,2,0,0,6,1,0,0,10000000,5325,7088,3,0,0,6,1,0,0,100000000,1,5447,H,CORE-R1,2,0,12,1
1760688360,0,1,0.049333333,182069,18283,2,0,0,6,1,0,0,10000000,22259,185325,2,0,0,6,1,0,0,10000000,5019,5952,3,0,0,6,1,0,0,100000000,1,5507,H,CORE-R1,2,0,12,1
1760688420,0,1,0.035666667,151592,16952,2,0,0,6,1,0,0,10000000,21256,155824,2,0,0,6,1,0,0,10000000,4712,4816,3,0,0,6,1,0,0,100000000,1,5568,H,CORE-R1,2,0,12,1
1760688480,0,1,0.030866667,148784,17000,2,0,0,6,1,0,0,10000000,21248,152984,2,0,0,6,1,0,0,10000000,4632,4864,3,0,0,6,1,0,0,100000000,1,5628,H,CORE-R1,2,0,12,1
1760688540,0,1,0.031366667,145976,17048,2,0,0,6,1,0,0,10000000,21240,150144,2,0,0,6,1,0,0,10000000,4552,4912,3,0,0,6,1,0,0,100000000,1,5688,H,CORE-R1,2,0,12,1
1760688600,0,1,0.036666667,143168,17096,2,0,0,6,1,0,0,10000000,21232,147304,2,0,0,6,1,0,0,10000000,4472,4960,3,0,0,6,1,0,0,100000000,1,5748,H,CORE-R1,2,0,12,1
1760688660,0,1,0.0244,142856,16715,2,0,0,6,1,0,0,10000000,20968,147107,2,0,0,6,1,0,0,10000000,4496,4837,3,0,0,6,1,0,0,100000000,1,5807,H,CORE-R1,2,0,12,1
1760688720,0,1,0.038466667,142544,16333,2,0,0,6,1,0,0,10000000,20704,146909,2,0,0,6,1,0,0,10000000,4520,4715,3,0,0,6,1,0,0,100000000,1,5867,H,CORE-R1,2,0,12,1
1760688780,0,1,0.034566667,142232,15952,2,0,0,6,1,0,0,10000000,20440,146712,2,0,0,6,1,0,0,10000000,4544,4592,3,0,0,6,1,0,0,100000000,1,5928,H,CORE-R1,2,0,12,1
1760688840,0,1,0.0245,142731,15664,2,0,0,6,1,0,0,10000000,20088,147168,2,0,0,6,1,0,0,10000000,4560,4707,3,0,0,6,1,0,0,100000000,1,5987,H,CORE-R1,2,0,12,1
1760688900,0,1,0.0403,143229,15376,2,0,0,6,1,0,0,10000000,19736,147624,2,0,0,6,1,0,0,10000000,4576,4821,3,0,0,6,1,0,0,100000000,1,6048,H,CORE-R1,2,0,12,1
1760688960,0,1,0.0344,143728,15088,2,0,0,6,1,0,0,10000000,19384,148080,2,0,0,6,1,0,0,10000000,4592,4936,3,0,0,6,1,0,0,100000000,1,6107,H,CORE-R1,2,0,12,1
1760689020,0,1,0.084633333,232517,20597,2,0,0,6,1,0,0,10000000,24704,215488,2,0,0,6,1,0,0,10000000,4859,5141,3,0,0,6,1,0,0,100000000,1,6167,H,CORE-R1,2,0,12,1
1760689080,0,1,0.030733333,321307,26107,2,0,0,6,1,0,0,10000000,30024,282896,2,0,0,6,1,0,0,10000000,5125,5347,3,0,0,6,1,0,0,100000000,1,6227,H,CORE-R1,2,0,12,1
1760689140,0,1,0.043033333,410096,31616,2,0,0,6,1,0,0,10000000,35344,350304,2,0,0,6,1,5,0,10000000,5392,5552,3,0,0,6,1,0,0,100000000,1,6288,H,CORE-R1,2,0,12,1
1760689200,0,1,0.022533333,328184,26419,2,0,0,6,1,0,0,10000000,30387,289773,2,0,0,6,1,0,0,10000000,5083,5248,3,0,0,6,1,0,0,100000000,1,6348,H,CORE-R1,2,0,12,1
1760689260,0,1,0.025,246272,21221,2,0,0,6,1,0,0,10000000,25429,229243,2,0,0,6,1,0,0,10000000,4773,4944,3,0,0,6,1,0,0,100000000,1,6407,H,CORE-R1,2,0,12,1
1760689320,0,1,0.017866667,164360,16024,2,0,0,6,1,0,0,10000000,20472,168712,2,0,0,6,1,0,0,10000000,4464,4640,3,0,0,6,1,0,0,100000000,1,6467,H,CORE-R1,2,0,12,1
1760689380,0,1,0.0276,121856,13928,2,0,0,6,1,0,0,10000000,17768,125885,2,0,0,6,1,0,0,10000000,5005,5003,3,0,0,6,1,0,0,100000000,1,6528,H,CORE-R1,2,0,12,1
1760689440,0,1,0.033533333,79352,11832,2,0,0,6,1,0,0,10000000,15064,83059,2,0,0,6,1,0,0,10000000,5547,5365,3,0,0,6,1,0,0,100000000,1,6587,H,CORE-R1,2,0,12,1
1760689500,0,1,0.117366667,36848,9736,2,0,0,6,1,0,0,10000000,12360,40232,2,0,0,6,1,0,0,10000000,6088,5728,3,0,0,6,1,0,0,100000000,1,6648,H,CORE-R1,2,0,12,1
1760689560,0,1,0.029,217595,15445,2,0,0,6,1,0,0,10000000,18704,182411,2,0,0,6,1,0,0,10000000,5557,5408,3,0,0,6,1,0,0,100000000,1,6707,H,CORE-R1,2,0,12,1
1760689620,0,1,0.019166667,398341,21155,2,0,0,6,1,0,0,10000000,25048,324589,2,0,0,6,1,0,0,10000000,5027,5088,3,0,0,6,1,0,0,100000000,1,6768,H,CORE-R1,2,0,12,1
1760689680,0,1,0.026566667,579088,26864,2,0,0,6,1,0,0,10000000,31392,466768,2,0,0,6,1,9,0,10000000,4496,4768,3,0,0,6,1,0,0,100000000,1,6828,H,CORE-R1,2,0,12,1
1760689740,0,1,0.0257,474891,25048,2,0,0,6,1,0,0,10000000,29053,397552,2,0,0,6,1,0,0,10000000,5005,5331,3,0,0,6,1,0,0,100000000,1,6887,H,CORE-R1,2,0,12,1
1760689800,33.33333333,1,0.2842,370693,23232,2,0,0,6,1,0,0,10000000,26715,328336,2,0,0,6,1,0,0,10000000,5515,5893,3,0,0,6,1,0,0,100000000,1,6948,H,CORE-R1,2,0,12,1
1760689860,0,1,0.033833333,266496,21416,2,0,0,6,1,0,0,10000000,24376,259120,2,0,0,6,1,0,0,10000000,6024,6456,3,0,0,6,1,0,0,100000000,1,7008,H,CORE-R1,2,0,12,1
1760689920,0,1,0.027033333,267955,20560,2,0,0,6,1,0,0,10000000,24909,259504,2,0,0,6,1,0,0,10000000,5659,6901,3,0,0,6,1,0,0,100000000,1,7067,H,CORE-R1,2,0,12,1
1760689980,0,1,0.0208,269413,19704,2,0,0,6,1,0,0,10000000,25443,259888,2,0,0,6,1,0,0,10000000,5293,7347,3,0,0,6,1,0,0,100000000,1,7128,H,CORE-R1,2,0,12,1
1760690040,0,1,0.028166667,270872,18848,2,0,0,6,1,0,0,10000000,25976,260272,2,0,0,6,1,1,0,10000000,4928,7792,3,0,0,6,1,0,0,100000000,1,7188,H,CORE-R1,2,0,12,1
1760690100,0,1,0.0352,520147,25912,2,0,0,6,1,0,0,10000000,31837,352096,2,0,0,6,1,0,0,10000000,5115,7477,3,0,0,6,1,0,0,100000000,1,7247,H,CORE-R1,2,0,12,1
1760690160,0,1,0.032833333,769421,32976,2,0,0,6,1,0,0,10000000,37699,443920,2,0,0,6,1,0,0,10000000,5301,7163,3,0,0,6,1,0,0,100000000,1,7308,H,CORE-R1,2,0,12,1
1760690220,0,1,0.0285,1018696,40040,2,0,0,6,1,0,0,10000000,43560,535744,2,0,0,6,1,41,0,10000000,5488,6848,3,0,0,6,1,0,0,100000000,1,7368,H,CORE-R1,2,0,12,1
1760690280,0,1,0.032133333,1311403,40381,2,0,0,6,1,0,0,10000000,44093,651528,2,0,0,6,1,0,0,10000000,5208,6229,3,0,0,6,1,0,0,100000000,1,7428,H,CORE-R1,2,0,12,1
1760690340,0,1,0.0309,1604109,40723,2,0,0,6,1,0,0,10000000,44627,767312,2,0,0,6,1,0,0,10000000,4928,5611,3,0,0,6,1,0,0,100000000,1,7487,H,CORE-R1,2,0,12,1
1760690400,0,1,0.031266667,1896816,41064,2,0,0,6,1,0,0,10000000,45160,883096,2,0,0,6,1,84,0,10000000,4648,4992,3,0,0,6,1,0,0,100000000,1,7548,H,CORE-R1,2,0,12,1
1760690460,0,1,0.022966667,1579733,41573,2,0,0,6,1,0,0,10000000,45563,795896,2,0,0,6,1,0,0,10000000,4824,5459,3,0,0,6,1,0,0,100000000,1,7608,H,CORE-R1,2,0,12,1
1760690520,0,1,0.0299,1262651,42083,2,0,0,6,1,0,0,10000000,45965,708696,2,0,0,6,1,0,0,10000000,5000,5925,3,0,0,6,1,0,0,100000000,1,7668,H,CORE-R1,2,0,12,1
1760690580,0,1,0.034366667,945568,42592,2,0,0,6,1,0,0,10000000,46368,621496,2,0,0,6,1,27,0,10000000,5176,6392,3,0,0,6,1,0,0,100000000,1,7728,H,CORE-R1,2,0,12,1
1760690640,0,1,0.0268,826360,40819,2,0,0,6,1,0,0,10000000,44683,598296,2,0,0,6,1,0,0,10000000,5088,5939,3,0,0,6,1,0,0,100000000,1,7788,H,CORE-R1,2,0,12,1
1760690700,0,1,0.0197,707152,39045,2,0,0,6,1,0,0,10000000,42997,575096,2,0,0,6,1,0,0,10000000,5000,5485,3,0,0,6,1,0,0,100000000,1,7848,H,CORE-R1,2,0,12,1
1760690760,0,1,0.035833333,587944,37272,2,0,0,6,1,0,0,10000000,41312,551896,2,0,0,6,1,3,0,10000000,4912,5032,3,0,0,6,1,0,0,100000000,1,7909,H,CORE-R1,2,0,12,1
1760690820,0,1,0.035,548635,35699,2,0,0,6,1,0,0,10000000,39699,514717,2,0,0,6,1,0,0,10000000,5032,9392,3,0,0,6,1,0,0,100000000,1,7968,H,CORE-R1,2,0,12,1
1760690880,0,1,0.020966667,509325,34125,2,0,0,6,1,0,0,10000000,38085,477539,2,0,0,6,1,0,0,10000000,5152,13752,3,0,0,6,1,0,0,100000000,1,8028,H,CORE-R1,2,0,12,1
1760690940,0,1,0.0195,470016,32552,2,0,0,6,1,0,0,10000000,36472,440360,2,0,0,6,1,1,0,10000000,5272,18112,3,0,0,6,1,0,0,100000000,1,8088,H,CORE-R1,2,0,12,1
1760691000,0,1,0.028533333,722253,38115,2,0,0,6,1,0,0,10000000,42077,522411,2,0,0,6,1,0,0,10000000,5205,13797,3,0,0,6,1,0,0,100000000,1,8148,H,CORE-R1,2,0,12,1
1760691060,0,1,0.039133333,974491,43677,2,0,0,6,1,0,0,10000000,47683,604461,2,0,0,6,1,0,0,10000000,5139,9483,3,0,0,6,1,0,0,100000000,1,8208,H,CORE-R1,2,0,12,1
1760691120,0,1,0.036333333,1226728,49240,2,0,0,6,1,0,0,10000000,53288,686512,2,0,0,6,1,46,0,10000000,5072,5168,3,0,0,6,1,0,0,100000000,1,8268,H,CORE-R1,2,0,12,1
1760691180,0,1,0.0322,1250840,48232,2,0,0,6,1,0,0,10000000,52357,749443,2,0,0,6,1,0,0,10000000,4912,5059,3,0,0,6,1,0,0,100000000,1,8328,H,CORE-R1,2,0,12,1
1760691240,0,1,0.041733333,1274952,47224,2,0,0,6,1,0,0,10000000,51427,812373,2,0,0,6,1,0,0,10000000,4752,4949,3,0,0,6,1,0,0,100000000,1,8388,H,CORE-R1,2,0,12,1
1760691300,0,1,0.017733333,1299064,46216,2,0,0,6,1,0,0,10000000,50496,875304,2,0,0,6,1,36,0,10000000,4592,4840,3,0,0,6,1,0,0,100000000,1,8448,H,CORE-R1,2,0,12,1
1760691360,0,1,0.025066667,1025469,42011,2,0,0,6,1,0,0,10000000,46376,738856,2,0,0,6,1,0,0,10000000,4565,4797,3,0,0,6,1,0,0,100000000,1,8508,H,CORE-R1,2,0,12,1
1760691420,0,1,0.040666667,751875,37805,2,0,0,6,1,0,0,10000000,42256,602408,2,0,0,6,1,0,0,10000000,4539,4755,3,0,0,6,1,0,0,100000000,1,8568,H,CORE-R1,2,0,12,1
1760691480,0,1,0.027,478280,33600,2,0,0,6,1,0,0,10000000,38136,465960,2,0,0,6,1,1,0,10000000,4512,4712,3,0,0,6,1,0,0,100000000,1,8628,H,CORE-R1,2,0,12,1
1760691540,0,1,0.021833333,505429,34043,2,0,0,6,1,0,0,10000000,38563,483603,2,0,0,6,1,0,0,10000000,4528,4691,3,0,0,6,1,0,0,100000000,1,8688,H,CORE-R1,2,0,12,1
1760691600,0,1,0.016,532579,34485,2,0,0,6,1,0,0,10000000,38989,501245,2,0,0,6,1,0,0,10000000,4544,4669,3,0,0,6,1,0,0,100000000,1,8748,H,CORE-R1,2,0,12,1
1760691660,0,1,0.019366667,559728,34928,2,0,0,6,1,0,0,10000000,39416,518888,2,0,0,6,1,3,0,10000000,4560,4648,3,0,0,6,1,0,0,100000000,1,8808,H,CORE-R1,2,0,12,1
1760691720,0,1,0.018633333,647371,36141,2,0,0,6,1,0,0,10000000,40685,530019,2,0,0,6,1,0,0,10000000,4555,4632,3,0,0,6,1,0,0,100000000,1,8868,H,CORE-R1,2,0,12,1
1760691780,0,1,0.040966667,735013,37355,2,0,0,6,1,0,0,10000000,41955,541149,2,0,0,6,1,0,0,10000000,4549,4616,3,0,0,6,1,0,0,100000000,1,8928,H,CORE-R1,2,0,12,1
1760691840,0,1,0.031066667,822656,38568,2,0,0,6,1,0,0,10000000,43224,552280,2,0,0,6,1,23,0,10000000,4544,4600,3,0,0,6,1,0,0,100000000,1,8988,H,CORE-R1,2,0,12,1
1760691900,0,1,0.0443,851779,38523,2,0,0,6,1,0,0,10000000,43021,564981,2,0,0,6,1,0,0,10000000,4656,4893,3,0,0,6,1,0,0,100000000,1,9048,H,CORE-R1,2,0,12,1
1760691960,0,1,0.032133333,880901,38477,2,0,0,6,1,0,0,10000000,42819,577683,2,0,0,6,1,0,0,10000000,4768,5187,3,0,0,6,1,0,0,100000000,1,9108,H,CORE-R1,2,0,12,1
1760692020,0,1,0.028033333,910024,38432,2,0,0,6,1,0,0,10000000,42616,590384,2,0,0,6,1,27,0,10000000,4880,5480,3,0,0,6,1,0,0,100000000,1,9168,H,CORE-R1,2,0,12,1
1760692080,0,1,0.0243,821507,33811,2,0,0,6,1,0,0,10000000,37971,521373,2,0,0,6,1,0,0,10000000,4803,5219,3,0,0,6,1,0,0,100000000,1,9228,H,CORE-R1,2,0,12,1
1760692140,0,1,0.023566667,732989,29189,2,0,0,6,1,0,0,10000000,33325,452363,2,0,0,6,1,0,0,10000000,4725,4957,3,0,0,6,1,0,0,100000000,1,9288,H,CORE-R1,2,0,12,1
1760692200,0,1,0.034866667,644472,24568,2,0,0,6,1,0,0,10000000,28680,383352,2,0,0,6,1,22,0,10000000,4648,4696,3,0,0,6,1,0,0,100000000,1,9348,H,CORE-R1,2,0,12,1
1760692260,0,1,0.029566667,758632,26643,2,0,0,6,1,0,0,10000000,30885,425835,2,0,0,6,1,0,0,10000000,4653,4709,3,0,0,6,1,0,0,100000000,1,9408,H,CORE-R1,2,0,12,1
1760692320,0,1,0.026566667,872792,28717,2,0,0,6,1,0,0,10000000,33091,468317,2,0,0,6,1,0,0,10000000,4659,4723,3,0,0,6,1,0,0,100000000,1,9468,H,CORE-R1,2,0,12,1
1760692380,0,1,0.016866667,986952,30792,2,0,0,6,1,0,0,10000000,35296,510800,2,0,0,6,1,40,0,10000000,4664,4736,3,0,0,6,1,0,0,100000000,1,9528,H,CORE-R1,2,0,12,1
1760692440,0,1,0.032333333,760752,27496,2,0,0,6,1,0,0,10000000,31947,432181,2,0,0,6,1,0,0,10000000,4683,4789,3,0,0,6,1,0,0,100000000,1,9588,H,CORE-R1,2,0,12,1
1760692500,0,1,0.023066667,534552,24200,2,0,0,6,1,0,0,10000000,28597,353563,2,0,0,6,1,0,0,10000000,4701,4843,3,0,0,6,1,0,0,100000000,1,9648,H,CORE-R1,2,0,12,1
1760692560,0,1,0.024933333,308352,20904,2,0,0,6,1,0,0,10000000,25248,274944,2,0,0,6,1,3,0,10000000,4720,4896,3,0,0,6,1,0,0,100000000,1,9708,H,CORE-R1,2,0,12,1
1760692620,0,1,0.0353,653741,29557,2,0,0,6,1,0,0,10000000,33669,400160,2,0,0,6,1,0,0,10000000,4952,5477,3,0,0,6,1,0,0,100000000,1,9768,H,CORE-R1,2,0,12,1
1760692680,0,1,0.0283,999131,38211,2,0,0,6,1,0,0,10000000,42091,525376,2,0,0,6,1,0,0,10000000,5184,6059,3,0,0,6,1,0,0,100000000,1,9828,H,CORE-R1,2,0,12,1
1760692740,0,1,0.045433333,1344520,46864,2,0,0,6,1,0,0,10000000,50512,650592,2,0,0,6,1,59,0,10000000,5416,6640,3,0,0,6,1,0,0,100000000,1,9888,H,CORE-R1,2,0,12,1
1760692800,0,1,0.029833333,1461888,47349,2,0,0,6,1,0,0,10000000,51259,725448,2,0,0,6,1,0,0,10000000,5144,5973,3,0,0,6,1,0,0,100000000,1,9948,H,CORE-R1,2,0,12,1
1760692860,0,1,0.0347,1579256,47835,2,0,0,6,1,0,0,10000000,52005,800304,2,0,0,6,1,0,0,10000000,4872,5307,3,0,0,6,1,0,0,100000000,1,10007,H,CORE-R1,2,0,12,1
1760692920,0,1,0.037166667,1696624,48320,2,0,0,6,1,0,0,10000000,52752,875160,2,0,0,6,1,68,0,10000000,4600,4640,3,0,0,6,1,0,0,100000000,1,10068,H,CORE-R1,2,0,12,1
1760692980,0,1,0.0347,1465568,47296,2,0,0,6,1,0,0,10000000,51691,797243,2,0,0,6,1,0,0,10000000,4592,4792,3,0,0,6,1,0,0,100000000,1,10128,H,CORE-R1,2,0,12,1
1760693040,0,1,0.0327,1234512,46272,2,0,0,6,1,0,0,10000000,50629,719325,2,0,0,6,1,0,0,10000000,4584,4944,3,0,0,6,1,0,0,100000000,1,10188,H,CORE-R1,2,0,12,1
1760693100,0,1,0.021566667,1003456,45248,2,0,0,6,1,0,0,10000000,49568,641408,2,0,0,6,1,31,0,10000000,4576,5096,3,0,0,6,1,0,0,100000000,1,10248,H,CORE-R1,2,0,12,1
1760693160,0,1,0.025566667,981859,45592,2,0,0,6,1,0,0,10000000,49973,626077,2,0,0,6,1,0,0,10000000,4571,4933,3,0,0,6,1,0,0,100000000,1,10308,H,CORE-R1,2,0,12,1
1760693220,0,1,0.038666667,960261,45936,2,0,0,6,1,0,0,10000000,50379,610747,2,0,0,6,1,0,0,10000000,4565,4771,3,0,0,6,1,0,0,100000000,1,10368,H,CORE-R1,2,0,12,1
1760693280,0,1,0.0331,938664,46280,2,0,0,6,1,0,0,10000000,50784,595416,2,0,0,6,1,29,0,10000000,4560,4608,3,0,0,6,1,0,0,100000000,1,10428,H,CORE-R1,2,0,12,1
1760693340,0,1,0.026566667,790248,42483,2,0,0,6,1,0,0,10000000,46515,534477,2,0,0,6,1,0,0,10000000,5040,5243,3,0,0,6,1,0,0,100000000,1,10488,H,CORE-R1,2,0,12,1
1760693400,0,1,0.028266667,641832,38685,2,0,0,6,1,0,0,10000000,42245,473539,2,0,0,6,1,0,0,10000000,5520,5877,3,0,0,6,1,0,0,100000000,1,10548,H,CORE-R1,2,0,12,1
1760693460,0,1,0.0348,493416,34888,2,0,0,6,1,0,0,10000000,37976,412600,2,0,0,6,1,7,0,10000000,6000,6512,3,0,0,6,1,0,0,100000000,1,10607,H,CORE-R1,2,0,12,1
1760693520,0,1,0.028066667,484288,34781,2,0,0,6,1,0,0,10000000,39211,423371,2,0,0,6,1,0,0,10000000,5640,7053,3,0,0,6,1,0,0,100000000,1,10668,H,CORE-R1,2,0,12,1
1760693580,0,1,0.028466667,475160,34675,2,0,0,6,1,0,0,10000000,40445,434141,2,0,0,6,1,0,0,10000000,5280,7595,3,0,0,6,1,0,0,100000000,1,10728,H,CORE-R1,2,0,12,1
1760693640,0,1,0.042533333,466032,34568,2,0,0,6,1,0,0,10000000,41680,444912,2,0,0,6,1,2,0,10000000,4920,8136,3,0,0,6,1,0,0,100000000,1,10788,H,CORE-R1,2,0,12,1
1760693700,0,1,0.029833333,460251,34661,2,0,0,6,1,0,0,10000000,40741,423917,2,0,0,6,1,0,0,10000000,4963,7189,3,0,0,6,1,0,0,100000000,1,10848,H,CORE-R1,2,0,12,1
1760693760,0,1,0.0219,454469,34755,2,0,0,6,1,0,0,10000000,39803,402923,2,0,0,6,1,0,0,10000000,5005,6243,3,0,0,6,1,0,0,100000000,1,10907,H,CORE-R1,2,0,12,1
1760693820,0,1,0.033966667,448688,34848,2,0,0,6,1,0,0,10000000,38864,381928,2,0,0,6,1,5,0,10000000,5048,5296,3,0,0,6,1,0,0,100000000,1,10967,H,CORE-R1,2,0,12,1
1760693880,0,1,0.03,479768,36960,2,0,0,6,1,0,0,10000000,41040,410859,2,0,0,6,1,0,0,10000000,4880,5149,3,0,0,6,1,0,0,100000000,1,11028,H,CORE-R1,2,0,12,1
1760693940,0,1,0.0315,510848,39072,2,0,0,6,1,0,0,10000000,43216,439789,2,0,0,6,1,0,0,10000000,4712,5003,3,0,0,6,1,0,0,100000000,1,11088,H,CORE-R1,2,0,12,1
1760694000,0,1,0.034866667,541928,41184,2,0,0,6,1,0,0,10000000,45392,468720,2,0,0,6,1,6,0,10000000,4544,4856,3,0,0,6,1,0,0,100000000,1,11148,H,CORE-R1,2,0,12,1
1760694060,0,1,0.026066667,457880,36976,2,0,0,6,1,0,0,10000000,41296,410629,2,0,0,6,1,0,0,10000000,4536,4768,3,0,0,6,1,0,0,100000000,1,11208,H,CORE-R1,2,0,12,1
1760694120,0,1,0.022366667,373832,32768,2,0,0,6,1,0,0,10000000,37200,352539,2,0,0,6,1,0,0,10000000,4528,4680,3,0,0,6,1,0,0,100000000,1,11268,H,CORE-R1,2,0,12,1
1760694180,0,1,0.0433,289784,28560,2,0,0,6,1,0,0,10000000,33104,294448,2,0,0,6,1,0,0,10000000,4520,4592,3,0,0,6,1,0,0,100000000,1,11328,H,CORE-R1,2,0,12,1
1760694240,0,1,0.070966667,361379,30867,2,0,0,6,1,0,0,10000000,35304,350944,2,0,0,6,1,0,0,10000000,4557,4720,3,0,0,6,1,0,0,100000000,1,11388,H,CORE-R1,2,0,12,1
1760694300,0,1,0.050333333,432973,33173,2,0,0,6,1,0,0,10000000,37504,407440,2,0,0,6,1,0,0,10000000,4595,4848,3,0,0,6,1,0,0,100000000,1,11448,H,CORE-R1,2,0,12,1
1760694360,0,1,0.1126,504568,35480,2,0,0,6,1,0,0,10000000,39704,463936,2,0,0,6,1,3,0,10000000,4632,4976,3,0,0,6,1,0,0,100000000,1,11507,H,CORE-R1,2,0,12,1
1760694420,0,1,0.049833333,468309,33896,2,0,0,6,1,0,0,10000000,38085,426613,2,0,0,6,1,0,0,10000000,4747,5104,3,0,0,6,1,0,0,100000000,1,11567,H,CORE-R1,2,0,12,1
1760694480,0,1,0.150533333,432051,32312,2,0,0,6,1,0,0,10000000,36467,389291,2,0,0,6,1,0,0,10000000,4861,5232,3,0,0,6,1,0,0,100000000,1,11628,H,CORE-R1,2,0,12,1
1760694540,0,1,0.036133333,395792,30728,2,0,0,6,1,0,0,10000000,34848,351968,2,0,0,6,1,4,0,10000000,4976,5360,3,0,0,6,1,0,0,100000000,1,11688,H,CORE-R1,2,0,12,1
1760694600,0,1,0.026633333,366171,29795,2,0,0,6,1,0,0,10000000,34043,338461,2,0,0,6,1,0,0,10000000,4845,5136,3,0,0,6,1,0,0,100000000,1,11748,H,CORE-R1,2,0,12,1
1760694660,0,1,0.0274,336549,28861,2,0,0,6,1,0,0,10000000,33237,324955,2,0,0,6,1,0,0,10000000,4715,4912,3,0,0,6,1,0,0,100000000,1,11808,H,CORE-R1,2,0,12,1
1760694720,0,1,0.0389,306928,27928,2,0,0,6,1,0,0,10000000,32432,311448,2,0,0,6,1,0,0,10000000,4584,4688,3,0,0,6,1,0,0,100000000,1,11868,H,CORE-R1,2,0,12,1
1760694780,0,1,0.032266667,307752,28373,2,0,0,6,1,0,0,10000000,32797,312176,2,0,0,6,1,0,0,10000000,4533,4685,3,0,0,6,1,0,0,100000000,1,11928,H,CORE-R1,2,0,12,1
1760694840,0,1,0.03,308576,28819,2,0,0,6,1,0,0,10000000,33163,312904,2,0,0,6,1,0,0,10000000,4483,4683,3,0,0,6,1,0,0,100000000,1,11988,H,CORE-R1,2,0,12,1
1760694900,0,1,0.027133333,309400,29264,2,0,0,6,1,0,0,10000000,33528,313632,2,0,0,6,1,0,0,10000000,4432,4680,3,0,0,6,1,0,0,100000000,1,12048,H,CORE-R1,2,0,12,1
1760694960,0,1,0.0257,304029,28400,2,0,0,6,1,0,0,10000000,32749,308355,2,0,0,6,1,0,0,10000000,4440,4685,3,0,0,6,1,0,0,100000000,1,12108,H,CORE-R1,2,0,12,1
1760695020,0,1,0.0516,298659,27536,2,0,0,6,1,0,0,10000000,31971,303077,2,0,0,6,1,0,0,10000000,4448,4691,3,0,0,6,1,0,0,100000000,1,12168,H,CORE-R1,2,0,12,1
1760695080,0,1,0.026866667,293288,26672,2,0,0,6,1,0,0,10000000,31192,297800,2,0,0,6,1,0,0,10000000,4456,4696,3,0,0,6,1,0,0,100000000,1,12228,H,CORE-R1,2,0,12,1
1760695140,0,1,0.031333333,297640,28016,2,0,0,6,1,0,0,10000000,31659,297389,2,0,0,6,1,0,0,10000000,5339,8797,3,0,0,6,1,0,0,100000000,1,12288,H,CORE-R1,2,0,12,1
1760695200,0,1,0.028833333,301992,29360,2,0,0,6,1,0,0,10000000,32125,296979,2,0,0,6,1,0,0,10000000,6221,12899,3,0,0,6,1,0,0,100000000,1,12348,H,CORE-R1,2,0,12,1
1760695260,0,1,0.036966667,306344,30704,2,0,0,6,1,0,0,10000000,32592,296568,2,0,0,6,1,0,0,10000000,7104,17000,3,0,0,6,1,0,0,100000000,1,12408,H,CORE-R1,2,0,12,1
1760695320,0,1,0.024933333,421355,39891,2,0,0,6,1,0,0,10000000,42555,342147,2,0,0,6,1,0,0,10000000,6323,12872,3,0,0,6,1,0,0,100000000,1,12468,H,CORE-R1,2,0,12,1
1760695380,0,1,0.015566667,536365,49077,2,0,0,6,1,0,0,10000000,52517,387725,2,0,0,6,1,0,0,10000000,5541,8744,3,0,0,6,1,0,0,100000000,1,12528,H,CORE-R1,2,0,12,1
1760695440,0,1,0.023766667,651376,58264,2,0,0,6,1,0,0,10000000,62480,433304,2,0,0,6,1,20,0,10000000,4760,4616,3,0,0,6,1,0,0,100000000,1,12587,H,CORE-R1,2,0,12,1
1760695500,0,1,0.017233333,512045,42819,2,0,0,6,1,0,0,10000000,47069,330160,2,0,0,6,1,0,0,10000000,4704,4717,3,0,0,6,1,0,0,100000000,1,12648,H,CORE-R1,2,0,12,1
